text_akhir,polarity,label_ml
biaya admin aplikasi blu bikin biaya adminnya gratis kali tarik tunai kartu pakai kartu kena biaya admin kali setor tunai kena biaya rugi banget pakai blu bca,negative,negative
aplikasi keren lelet tolong baik aplikasi blu fitur bikin keren simple baik aplikasi blu lancar mybca,negative,negative
min tolong apps update cepat responsif mnurut apps terllu lambat banding apps bank,positive,positive
dana deh pakai apk tangan suruh tunggu bukti tunggu moga etikad blu malu pos urgent,negative,negative
layan customer servis buruk tele tele selesai masalahnasabah butuh bank bank butuh nasabahmasih produk digital bank mudah layan ganti nomer handphone nomer hangus ganti nomer hand phone nyata terselesaikancustomer servis educated selesai nasabahsaya mohon data rekam sistem blu,negative,negative
bagus aktifitas virtual account jual beli orang bingung fitur blu transaksi via transfer nomor rekening daftar mesti bank fitur menu apk samain banking bca,negative,negative
tolong aplikasi smooth developer berat orang butuh transaksi cepat aman,negative,negative
bug uinya butuh jaring kuat buka loading menu utama,negative,negative
pinjam lancar tunggak ataunkertelambatanpinjaman kecewa butuh anak sekolah pikir bantu dugaandr pinjam tetangga bilang adapake aplikasi pinjam gagalpembayaran utama biar bela blacklisty gmn klau deh gin,negative,negative
layan bagus mudah pakai mudah guna free biaya kasih segi layan online bagus respon cepat layan muas tingkat kualitas depan blu discont tervover bayar online contactless lain,positive,positive
habis update versi baru buka stuck halaman logo cube ngeri naruh duit masalah,negative,negative
aneh deh asa update loadingnya aplikasi bener dibenerin lama pindah loading benerin,negative,negative
daftar via online dipersulitsdh isi data dn upload ektpfoto wajah tu pn gagal jgniat rekening blu buka usaha transfer dn terima dana pn dn mana pntp nyangka layan ribetgk selesai dlm hitung jam,negative,negative
tolong tambah fitur qris via barcode scan guna belanja mini market,positive,positive
blu bank digital bca aplikasi oke registrasi mudah cepat fitur lumayan transaksi realtime aman sayang app berat depan harap bagus,positive,positive
transfer salah bank kirim saldo kurang dana cek salah bank tolong baik bank salah pemberitahuan mobile banking nama kirim muncul dana terima kasih responnya,negative,negative
kemarin malam bobol puluh juta rupiah lapor via wa telpon nomor id lapor email lapor login masuk nomor hp masuk nomor otp langsung masuk verifikasi wajah mana hasil seolaholah sengaja biar login aplikasi jelek sistem aman investigasi mediasi,negative,negative
pinjam komit ikutin rules tawar proses aju accord tanggal terang x jam suruh tunggu tanggal jan cs wa banyak pakai autochat boot bikin emosi nyelesain,negative,negative
tahap video callantri nomor tunggu menitsetelah gilir tutup otomatis interviewpadahal nasabah bcatolong tingkat aplikasi,positive,positive
tolong bikin ringan bagus lho banar lamban transaksi pakai menu inti butuh nasabah ringan,positive,negative
aplikasi lambat banget kayak kepake deh kaya gin langsung pakai bca mobile cepat tolong baik aplikasi lambat berfikir gin,negative,negative
wortittable si tingkat segi fitur tampil biar mudah transaksi trimakasih,positive,positive
parah login apps ganti device hatus periv sulit gagal melulu verif muka telepon cs jawab gitu uang solusi pakai blu salah transfer login blu kendala verif muka sulit kelas mbca seribet keluh cs wa lempar solusi suruh cs pas cs suruh ulang lakuin gabisa,negative,negative
lebih jaring bca kurang aplikasi lelet nyaman suka jaring bca,positive,positive
apknya enak nyaman gitu bagus poll kecewa proses transaksi bnget tolong beli paket data jam pagi masuk udh lapor tunggu maksimal tanggal tanggal tolong bnget jujur nyesel beli paket data blu gitu beli aplikasi kali beli paket data apa blu kasih bintang smpe hri msuk,negative,negative
aplikasi tranfer pindah dana terang hasil kirim pas telpon cs ditanggepin blokir cs gabisa telpon aplikasi lucu banget uang kirim kirim bca masuk lelet customer adu transaksi blokir lucuuuuuu,negative,negative
guna enak atur butuh simpan dana langsung koneksi lebih jos rekomen,neutral,neutral
masuk app masuk kode otp lambaaaat buru masuk kode kirim kelas bca lambat aplikasi coba baharu tinggal jaman,negative,negative
aplikasi bagus sesuai butuh gen z milineal narik kena admin mahal banget narik atm bca moga timbang mangkas biaya admin tarik tunai terima kasih,negative,negative
aplikasi blu bca digital customer nilai cakep lbih mudah butuh cepat transaksi tampa ribet transaksi maximal sesuai butuh langgan terimakasih bca blu digital moga bca jaya,positive,positive
aplikasi berat banking digital bank kalah mbca tolong bikin ringan aplikasi keluh aplikasi lelet,negative,negative
tap flazz apk blu sulit baca mbca langsung baca mohon baik mudah,positive,positive
suka logout pas butuh verifikasi verifikasi ribet pakai wajah buka mulut pas aneh maluin suka ngulang baik coba developerceo ngelakuin buka mulut hewan lapar wkwkwk,neutral,positive
app berat banget bayar qr tunggu loading double bayar saldo nyangkut udh fix nilai baru,positive,negative
jiirr transfer bifast banget nyampenyampe bifast nama bislow transfer lokal butuh hari bank instan hitung detik deh nyampe,negative,negative
aplikasi fitur tolong tingkat kerjasama qris bayar qris tampil qris barcode tampil bayar minimarketstore,negative,negative
detik buka aplikasi mohon tingkat kualitas aplikasi emosi masuk aplikasi,negative,negative
bingung daftar tulis hp daftar ebankingjelasjelas buka rekening pakai itu ajadan sim card hp sayadan ebanking pakai tarik tunai kartu masuk,negative,negative
aplikasi berat banget sumpah aplikasi benchmark tlong kelas bca optimal app,negative,negative
tolong baik aplikasi blu lelet,negative,negative
mudah bayar beli,neutral,neutral
top shopee paypadahal,positive,positive
aplikasi berat terkadang force closed,negative,negative
aplikasi culas aplikasi maling mbangking transaksi rekening istri rekening istri biaya masuk norek mutasi nominal uang rekening pakai aplikasi blu blu bca aplikasi maling,negative,negative
aplikasi sampah program bagus aplikasi sampah ram hp gb tarik tunai apk lot ampun kuliah x,negative,negative
update min aplikasi biar simpel kaya aplikasi bank loading aplikasi banget tolong baik min,negative,negative
blu bca buka lambat ihh loadingnya lamaa ganggu banget,negative,negative
aplikasi sampah splash screen force close aplikasi terupdate hatihati naruh uang,negative,negative
bagus dana tunai cepat bunga kompetitif persen,positive,positive
apk lelet pinjam percaya transaksi pakai super bank buka kasih pinjam jt pakai transaksi tolak trsganti bank online,positive,positive
transfer bca blu bayar nyaman malas pakai blu,negative,negative
nyoba daftar masuk hp otp dikirimkirim,negative,negative
mantap sihapalagi gratis biaya admin bifast transfer,positive,positive
aplikasi berat klik tombol mesti kali pencet biometrik kadang suka error solusi tinggal nonaktif aktif praktis tingkat performa aplikasi,negative,negative
aplikasi bagus lengkap tetep kurang berat ngelag lelet tolong baik min ganti pakai tampil apk sat set kaya terima kasih,negative,negative
cepat aplikasi upgrade cepat operasi terima kasih,neutral,neutral
aplikasi bagus terkadang aplikasi ngelag berat,negative,negative
aplikasi berat tolong ubah biar berat tampil bagus sederhanain buru buru kelamanaan buka aplikasi nungguin loadingnya lanjur umroh,negative,negative
sayang cek saldotarik tunai lain atm bca kartu debit blubca kena biayakalo bca,negative,negative
adain paylaternya donk blu extra cash diadain kota donk pilah pilih aplikasi blu daerah,negative,negative
fitur bagus mudah buka rek transaksi setor tunai terima dana kena biaya admin bca beli online kena biaya admin lumayan gede inovasi bank digital promo bebas admin diskon biaya admin trimks,positive,positive
baik layan buka rekeningcs ramahaplikasinya berat banding,positive,positive
login butuh banget ambil duit tunggu menit lbh buka jam kecewa,negative,negative
sayang sidik jari kepake,negative,negative
blu bca digital mobile banking mudah bantu transaksi simpan uang biaya admin bulan,positive,positive
enak transaksi free adm bi fast limit mbanking transaksi lapor cs buat lapor iseng coba trf rek tsb ribu uang kurang krg rp saldo jt coba trf ribu buka nambah kurang jt coba aman sisa diapain telepon cs jawab krg muas ujung buat lapor gmn tanggung bca digital,positive,positive
aplikasi bagus saran mohon performa pakai cepat loading,negative,negative
minus aga patah gitu emang ram gede kali aga frendly gitu ram berapa masuk patah lebih gong banget pakai,negative,negative
alam guna blu alhamdulillah aman lumayan nyaman kurang aplikasi lelet tingkat guna nyaman,positive,positive
tambahin fitur dark mode nyaman mata,positive,positive
bca selqma pakai ribet cepat mmuadkan pakai,negative,negative
mana transfer gratis thankyouuuu,positive,positive
alhamdulillah cepat transaksi,positive,positive
muas pakai pas csnya mana verifikasi email ampun girilan kode masalah,negative,negative
aplikasi bagus milik saran blu buat tambah fitur investasi crypto kolaborasi kartu debit blu crypto currency bayar rupiah mata uang crypto pikir tarik,negative,negative
bagus aplikasi lambat,negative,negative
mantap blu bca daftar ribet transaksi apk optimal lambat moga kembang,positive,positive
suka pakai blu digital kota blom pinjam nasabah yah,positive,positive
transaksi blu gratis proses cepat,positive,positive
pakai screenlock bank online pakai aman pakai passwordpin wajib screenlock bikin ribet edit aman hp tanggung tanggung pusing mikirin aman hp orang pikir aman aplikasi edit aplikasi bca screenlock,negative,negative
tolong bayar qrisnya sistem bayar,negative,negative
buka app stuck logo doang,neutral,neutral
armand prinsip nyaman aman costumer aman blu nyaman motion lambat tolong baik terima kasih,positive,positive
terimakasih blu transaksi mudah sukses aamiin,positive,positive
fitur bagus apk lemottt banget,negative,negative
loadingnya masuk akunnyamuter,negative,negative
baharu bca blu banget proses transfer,positive,positive
cepat apk hambat lot,negative,positive
haduh tanggal januari koneksi putus melulu nihh ganggu transaksi uang blu naro uang blu deh koneksi stabil,negative,negative
halo blu fitur tampil qris nyajd scansoalnya merchant pke sistem scan qris kitamudahan bahan timbang update,negative,negative
mudah digunakanlanjutkan expansi bayar skr era digital klu crypto masuk rate transaksinext crypto,negative,negative
wktu udh kluar disuru login ulang kendala pdhl hp goyang diriin meja ttep kya gtu ribet banget jwbnya tolong pasti pakai kacamata bla bla bla anjing complain tu udh ikutin intruksi tetep gabisa,negative,negative
lumayan fitur muas sayang fitur pinjam digital lengkap adain credit card pitur paylater pinjam tunai creditbility,positive,positive
saat daftar proses verifikasi pasti hp goyang posisi hp diam gerak,negative,negative
apps berat rusak baik cloose jaring bagus versi apps baru,positive,positive
lelet iklan promo iklan aplikasi fb sosmed media nambahin iklan aplikasi guna aplikasi bank digital mayoritas orang melek tahu generasi old gagap teknologi ken sat set lelet iklan bikin aplikasi hambat informasi promo salur orang bnar butuh promo tambahin layar aplikasi berat,negative,negative
fitur bagus aplikasi berat satset enak tolong kembangin,negative,negative
daftar lancar tabung kendala log masuk muter terus masuk loading,negative,negative
tolong tarik tunai atm ntu pakai admin lumayan biarpun,positive,positive
aplikasi berat hp ui ux fitur ok,neutral,neutral
verifikasi wajah tulis pasti handphone goyang handphone simpen meja baik system bug kaya gitu nyah blu,positive,positive
aplikasi buka pembayarab,negative,negative
keren banget aplikasi udh pakai dr seworth saving uang aman bca,negative,negative
aplikasi lelet verif nasabah bca tetep tolak aplikasi download buang buang,negative,negative
rekomendasi mudah tranfer cmn kurang jam tentu transfer,negative,negative
rekening perban cocok banget anak muda bagi segmentasi saldo pilih blu debit card unik pakai domestik internasional bebas biaya bulan bebas biaya daftar,negative,negative
moga bagusdan bonusnyablu bcauntuk kawula muda,negative,positive
blu sedia kartu debit fisik bank digital belah kasih bintang,negative,negative
performa aplikasi tingkat kali loading buka aplikasi,negative,negative
transaksi lancar mudah,positive,positive
simple mudah cepat,positive,positive
blu bantu userfriendly desain simpel fungsional rekomendasi,positive,positive
